Internal ID,Internal ID,ID,STORE CODE,Name,Top Level Parent,ID,Name,Company Name,Business Style,Philippines Business Style,Status,Billing Address 1,Billing City,Billing State/Province,Billing Zip,Date Created
11338,11338,CALFA01AF1X2036,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI BURGOS ST","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI BURGOS ST,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11339,11339,CALFA01AG1X1947,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI SALINAS","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI SALINAS,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11323,11323,CALFA01AG1X2017,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI MALAGASANG 2E","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI MALAGASANG 2E,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11241,11241,CALFA01AH1X1554,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI ARNALDO HWAY GEN TRIAS","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI ARNALDO HWAY GEN TRIAS,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11340,11340,CALFA01AH1X1839,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI LEGIAN","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI LEGIAN,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11273,11273,CALFA01AI1X1770,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI ALAPAN 1A IMUS","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI ALAPAN 1A IMUS,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11341,11341,CALFA01AI1X2048,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI ISHRM ANNEX","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI ISHRM ANNEX,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11342,11342,CALFA01AJ1X1997,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI KALUBKOB","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI KALUBKOB,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11343,11343,CALFA01AK1X2101,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI PARK AVENUE","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI PARK AVENUE,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11271,11271,CALFA01AL1X1771,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI ALAPAN 1B IMUS","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI ALAPAN 1B IMUS,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11344,11344,CALFA01AL1X1976,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI CAPT BELLA ST","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI CAPT BELLA ST,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11232,11232,CALFA01AM1X1653,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI AMAYA TANZA","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI AMAYA TANZA,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11345,11345,CALFA01AM1X1938,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI SAN AGUSTIN","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI SAN AGUSTIN,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11223,11223,CALFA01AN1X1592,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI ANABU 1 F IMUS","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI ANABU 1 F IMUS,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11333,11333,CALFA01AN1X1844,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI ANABU 1 C","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI ANABU 1 C,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11346,11346,CALFA01AN1X1946,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI MASIIT","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI MASIIT,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11347,11347,CALFA01AO1X2132,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI RMC BUILDING","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI RMC BUILDING,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11314,11314,CALFA01AP1X1949,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI APLAYA BACLARAN","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI APLAYA BACLARAN,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11348,11348,CALFA01AP1X1999,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI MAGDIWANG MAMBOG","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI MAGDIWANG MAMBOG,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11349,11349,CALFA01AQ1X2000,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI PASONG CAMACHILE","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI PASONG CAMACHILE,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11350,11350,CALFA01AR1X1872,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI PILAR VILLAGE","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI PILAR VILLAGE,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11351,11351,CALFA01AS1X2098,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI MARASIGAN CALACA","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI MARASIGAN CALACA,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11352,11352,CALFA01AT1X2056,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI MAMBOG 3 BACOOR","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI MAMBOG 3 BACOOR,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11353,11353,CALFA01AU1X2043,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI DNA SOLEDAD","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI DNA SOLEDAD,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11354,11354,CALFA01AV1X2052,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI P TORRES LIPA","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI P TORRES LIPA,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11355,11355,CALFA01AW1X2046,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI TAHANANG YAMAN","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI TAHANANG YAMAN,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11356,11356,CALFA01AX1X2109,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI PULANG LUPA","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI PULANG LUPA,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11357,11357,CALFA01AY1X2099,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI POB 1 INDANG","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI POB 1 INDANG,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11264,11264,CALFA01BA1X1765,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI BAYAN LUMA 9 IMUS","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI BAYAN LUMA 9 IMUS,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11359,11359,CALFA01BA1X2095,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI WAWA NASUGBU","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI WAWA NASUGBU,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11360,11360,CALFA01BB1X1840,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI TIAGO GMA","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI TIAGO GMA,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11261,11261,CALFA01BB1X1868,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI BANCA BANCA LAGUNA","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI BANCA BANCA LAGUNA,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11254,11254,CALFA01BC1X1726,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI BUCAL TANZA","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI BUCAL TANZA,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11361,11361,CALFA01BC1X2047,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI GLOWING FIELD","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI GLOWING FIELD,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11362,11362,CALFA01BD1X2019,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI PARADAHAN 2","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI PARADAHAN 2,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11363,11363,CALFA01BE1X2033,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI SAN NICOLAS 1","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI SAN NICOLAS 1,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11210,11210,CALFA01BF1X1493,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI BF RESORT LAS PINAS","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI BF RESORT LAS PINAS,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11364,11364,CALFA01BF1X2037,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI IBAYO ESTACION","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI IBAYO ESTACION,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11289,11289,CALFA01BG1X1827,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI BALAGTAS","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI BALAGTAS,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11365,11365,CALFA01BG1X2138,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI JP NASUGBU","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI JP NASUGBU,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11366,11366,CALFA01BH1X2139,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI BAYAN LUMA 8","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI BAYAN LUMA 8,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11240,11240,CALFA01BI1X1637,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI BIWAS TANZA","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI BIWAS TANZA,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11367,11367,CALFA01BI1X1975,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI PLAZA AGAPITA","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI PLAZA AGAPITA,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11368,11368,CALFA01BJ1X2112,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI MELITON ESPIRITU","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI MELITON ESPIRITU,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11369,11369,CALFA01BK1X2104,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI TRAMO KAWIT","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI TRAMO KAWIT,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11204,11204,CALFA01BL1X1583,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI GEN YENCO BAYAN LUMA","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI GEN YENCO BAYAN LUMA,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11370,11370,CALFA01BL1X1996,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI P BURGOS","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI P BURGOS,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11371,11371,CALFA01BM1X2100,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI MARINIG CABUYAO","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI MARINIG CABUYAO,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11296,11296,CALFA01BN1X1882,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI A BONIFACIO ST","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI A BONIFACIO ST,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11372,11372,CALFA01BN1X2156,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI SAN JUAN CALAMBA","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI SAN JUAN CALAMBA,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11321,11321,CALFA01BO1X1945,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI RIZAL BOULEVARD","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI RIZAL BOULEVARD,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11373,11373,CALFA01BO1X2157,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI BANAY BANAY LIPA","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI BANAY BANAY LIPA,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
